CID,Drug Name,Accession,Gene Symbol
9806941,CHEMBL46434,P00734,F2
44376343,CHEMBL163799,P00734,F2
44319701,CHEMBL314942,P00734,F2
44352041,CHEMBL128601,P00734,F2
10505240,CHEMBL108771,P00734,F2
44285077,CHEMBL288407,P00734,F2
44402340,CHEMBL193814,P00734,F2
44296276,CHEMBL51616,P00734,F2
44350807,CHEBI:647068,P00734,F2
44314683,CHEMBL308576,P00734,F2
44314967,CHEMBL308948,P00734,F2
44379037,CHEMBL168176,P00734,F2
44383564,CHEBI:387259,P00734,F2
44345930,CHEMBL119637,P00734,F2
10407709,CHEMBL193500,P00734,F2
10553110,CHEMBL322321,P00734,F2
9801948,CHEMBL422387,P00734,F2
44281518,CHEMBL32274,P00734,F2
45486784,CHEMBL568541,P00734,F2
44287771,CHEMBL32044,P00734,F2
10502821,CHEMBL128724,P00734,F2
11754250,CHEMBL266196,P00734,F2
44265996,CHEMBL273645,P00734,F2
10053945,CHEMBL69840,P00734,F2
44342644,CHEMBL116297,P00734,F2
44462081,CHEMBL79467,P00734,F2
44460231,CHEMBL79640,P00734,F2
11734243,CHEMBL138986,P00734,F2
44333068,CHEMBL320162,P00734,F2
44379960,CHEMBL166673,P00734,F2
1088427,"(3-Furan-2-yl-5-methylsulfanyl-[1,2,4]triazol-1-yl)-phenyl-methanone",P00734,F2
44407750,CHEBI:653122,P00734,F2
2314187,AC1M4RW8,P00734,F2
23646604,2-ketobenzothiazole 58,P00734,F2
44378442,CHEMBL163779,P00734,F2
970713,ZINC00610248,P00734,F2
44377301,CHEMBL351256,P00734,F2
44337845,CHEMBL320054,P00734,F2
23646581,2-ketobenzothiazole 7,P00734,F2
21250257,CHEMBL307854,P00734,F2
10792977,CHEMBL165326,P00734,F2
10722538,CHEMBL298127,P00734,F2
10097473,CHEMBL7197,P00734,F2
44296386,CHEMBL299617,P00734,F2
44345955,CHEMBL331871,P00734,F2
11811735,CHEMBL143853,P00734,F2
44330954,CHEMBL100712,P00734,F2
10627067,CHEMBL298661,P00734,F2
10983472,CHEMBL342994,P00734,F2
11742672,CHEMBL194316,P00734,F2
44326924,CHEMBL319996,P00734,F2
18671884,CHEMBL1083189,P00734,F2
44281669,CHEMBL284129,P00734,F2
44461072,CHEMBL312661,P00734,F2
10603912,CHEMBL53802,P00734,F2
44333717,CHEMBL102919,P00734,F2
44347413,CHEBI:646975,P00734,F2
44358365,CHEMBL139207,P00734,F2
44376423,CHEMBL350650,P00734,F2
44268344,CHEMBL12725,P00734,F2
10917579,CHEMBL446372,P00734,F2
44411055,CHEMBL208190,P00734,F2
44359755,CHEMBL139656,P00734,F2
10301434,CHEMBL329991,P00734,F2
44287995,CHEMBL42852,P00734,F2
44293263,CHEMBL48929,P00734,F2
9985229,CHEMBL286064,P00734,F2
15295707,CHEMBL53163,P00734,F2
44286852,CHEMBL39086,P00734,F2
11725721,CHEMBL194060,P00734,F2
44342634,CHEMBL115294,P00734,F2
44381104,CHEMBL355060,P00734,F2
44357516,CHEMBL344896,P00734,F2
11092493,Pyrazinone Analog 24a,P00734,F2
9831694,CHEMBL329908,P00734,F2
44462147,CHEMBL83001,P00734,F2
11762589,Pyrazinone Analog 24d,P00734,F2
44342561,CHEMBL115236,P00734,F2
10023890,CHEMBL199094,P00734,F2
44338564,CHEMBL111641,P00734,F2
44345628,CHEMBL333315,P00734,F2
22556955,CHEMBL52442,P00734,F2
25107770,CHEMBL468464,P00734,F2
44285351,CHEMBL288175,P00734,F2
22722517,CHEMBL289550,P00734,F2
44272813,CHEMBL417457,P00734,F2
44377644,CHEMBL351616,P00734,F2
23646600,2-ketobenzothiazole 54,P00734,F2
44289600,CHEMBL43641,P00734,F2
44380721,CHEBI:380915,P00734,F2
44587315,CHEMBL497867,P00734,F2
11797101,CHEMBL141266,P00734,F2
44441052,CHEMBL393698,P00734,F2
44407837,CHEBI:649356,P00734,F2
15449321,CHEMBL102115,P00734,F2
44338644,CHEMBL323466,P00734,F2
44347748,CHEMBL124164,P00734,F2
10343728,2uwp,P00734,F2
44347442,CHEMBL340088,P00734,F2
44281725,CHEMBL286634,P00734,F2
44286426,CHEMBL40071,P00734,F2
44350878,CHEBI:647066,P00734,F2
44378458,CHEMBL163828,P00734,F2
9935481,CHEMBL42091,P00734,F2
44346045,CHEMBL120871,P00734,F2
44350815,CHEMBL409333,P00734,F2
4007214,BAS 10422775,P00734,F2
44326899,CHEMBL327601,P00734,F2
44348105,CHEMBL125603,P00734,F2
44331247,CHEMBL101049,P00734,F2
44426237,CHEMBL230134,P00734,F2
44338606,CHEMBL111043,P00734,F2
15462938,CHEMBL170063,P00734,F2
44462048,CHEMBL408552,P00734,F2
12017725,CHEMBL28277,P00734,F2
44345992,CHEMBL122010,P00734,F2
15462942,CHEMBL367626,P00734,F2
44281327,CHEMBL33927,P00734,F2
10691215,CHEMBL335225,P00734,F2
44377318,CHEMBL349172,P00734,F2
23646602,2-ketobenzothiazole 56,P00734,F2
2976015,ZINC04828994,P00734,F2
60782,AC1L1TWW,P00734,F2
10249621,CID 10249621,P00734,F2
10006319,CHEMBL321322,P00734,F2
44337974,CHEMBL105868,P00734,F2
44383543,CHEMBL174431,P00734,F2
4279449,ST088326,P00734,F2
10721366,CID 9872263,P00734,F2
10602877,CHEMBL499564,P00734,F2
10550997,CHEMBL335906,P00734,F2
44447556,CHEBI:649963,P00734,F2
44447558,CHEBI:649964,P00734,F2
15449320,CHEMBL102081,P00734,F2
44313404,CHEMBL310265,P00734,F2
44276898,CHEMBL27008,P00734,F2
44292951,CHEMBL431535,P00734,F2
44384488,CHEBI:389249,P00734,F2
44296275,CHEMBL300666,P00734,F2
44347621,CHEBI:646959,P00734,F2
10477973,CHEMBL197128,P00734,F2
44338604,CHEMBL321167,P00734,F2
44268393,CHEMBL276481,P00734,F2
44347995,CHEMBL125772,P00734,F2
44379766,CHEMBL352642,P00734,F2
10115868,CHEMBL101588,P00734,F2
11826929,CHEMBL83280,P00734,F2
44330823,CHEMBL100187,P00734,F2
44338459,CHEMBL109289,P00734,F2
11812643,CHEMBL81436,P00734,F2
44338032,CHEMBL323963,P00734,F2
10625087,CHEMBL272931,P00734,F2
44382389,CHEMBL170338,P00734,F2
44275084,CHEMBL24403,P00734,F2
44411136,CHEMBL206841,P00734,F2
45486770,CHEMBL568099,P00734,F2
44410963,CHEMBL205766,P00734,F2
10792619,CHEMBL122488,P00734,F2
6917805,AC1OCEOE,P00734,F2
21125621,CHEMBL320523,P00734,F2
44461912,CHEMBL311198,P00734,F2
44426244,CHEMBL389960,P00734,F2
44281617,CHEMBL432080,P00734,F2
657006,81A,P00734,F2
44426248,CHEMBL228341,P00734,F2
10387118,CHEMBL194560,P00734,F2
10439038,dysinosin A,P00734,F2
9869699,CID 9937068,P00734,F2
10863633,CHEMBL142776,P00734,F2
44265960,CHEMBL9507,P00734,F2
11618823,CHEMBL373260,P00734,F2
5326681,2-(3-hydroxy-pyridin-2-yl)-1h-benzoimidazole-5-carboxamidine,P00734,F2
44383677,CHEBI:387508,P00734,F2
44462330,CHEMBL313769,P00734,F2
44347944,CHEMBL421096,P00734,F2
10390481,CHEMBL553108,P00734,F2
44348040,CHEMBL122205,P00734,F2
11963489,N12,P00734,F2
10650243,CHEMBL256381,P00734,F2
44273854,CHEMBL20614,P00734,F2
44287962,CHEMBL290720,P00734,F2
10548542,CHEMBL139331,P00734,F2
9803642,CHEMBL338444,P00734,F2
9914088,CHEMBL17587,P00734,F2
44380662,CHEMBL169067,P00734,F2
9802229,CHEMBL291243,P00734,F2
44411386,CHEMBL207568,P00734,F2
44384391,CHEMBL422722,P00734,F2
9830285,CHEMBL77982,P00734,F2
10478912,CHEMBL308427,P00734,F2
11813618,Pyrazinone Analog 26f,P00734,F2
10865109,CHEMBL275859,P00734,F2
10972679,Pyrazinone Analog 30b,P00734,F2
11734310,Pyrazinone Analog 26g,P00734,F2
10228750,CHEMBL321141,P00734,F2
44287940,CHEMBL434971,P00734,F2
21182630,CHEMBL351476,P00734,F2
9846562,CHEMBL29592,P00734,F2
44347943,CHEMBL421243,P00734,F2
10599262,CHEMBL140885,P00734,F2
44285016,CHEMBL286606,P00734,F2
44384928,CHEMBL175398,P00734,F2
44372903,CHEMBL433510,P00734,F2
44289615,CHEMBL296041,P00734,F2
44277167,CHEMBL283851,P00734,F2
2314691,SMR000151648,P00734,F2
10983261,CHEMBL82535,P00734,F2
11396906,CHEMBL565291,P00734,F2
10300585,CHEMBL319443,P00734,F2
10277604,CHEMBL103197,P00734,F2
44378628,CHEMBL434870,P00734,F2
21182873,CHEMBL418004,P00734,F2
9912441,CHEMBL287417,P00734,F2
10141313,CHEMBL103648,P00734,F2
44336092,()-oxazepam hemisuccinate sodium salt,P00734,F2
44337951,CHEMBL431443,P00734,F2
44289616,CHEMBL44226,P00734,F2
5287925,AC1NRAJD,P00734,F2
44289617,CHEMBL45062,P00734,F2
44290692,CHEMBL297975,P00734,F2
44297373,CHEMBL441044,P00734,F2
44404188,CHEMBL194569,P00734,F2
15858924,CHEMBL339011,P00734,F2
44337910,CHEMBL327093,P00734,F2
44334928,CHEMBL105902,P00734,F2
44337894,CHEMBL109109,P00734,F2
10840002,CHEMBL101855,P00734,F2
44319919,CHEMBL83345,P00734,F2
44410975,CHEMBL377056,P00734,F2
23646591,2-ketobenzothiazole 19,P00734,F2
44381062,CHEMBL166543,P00734,F2
10670446,CHEMBL341171,P00734,F2
9831158,2-ketobenzothiazole 77,P00734,F2
44272664,CHEMBL282028,P00734,F2
10906300,CHEMBL418923,P00734,F2
44411437,CHEMBL206963,P00734,F2
44331170,CHEMBL317527,P00734,F2
22722662,CHEMBL37583,P00734,F2
9893616,CHEMBL51528,P00734,F2
44410980,CHEMBL379920,P00734,F2
10365507,CHEMBL194975,P00734,F2
44287916,CHEMBL290378,P00734,F2
10600484,CHEMBL122601,P00734,F2
10326719,CHEMBL301811,P00734,F2
44569813,CHEMBL516786,P00734,F2
44350860,CHEBI:647113,P00734,F2
44406439,CHEMBL371650,P00734,F2
44347819,CHEMBL123226,P00734,F2
9868194,CHEMBL34614,P00734,F2
10043206,CHEMBL196178,P00734,F2
2314281,Oprea1_860700,P00734,F2
44352023,CHEMBL129294,P00734,F2
23646606,2-ketobenzothiazole 61,P00734,F2
44330632,CHEMBL95993,P00734,F2
44290519,CHEMBL295886,P00734,F2
44358364,CHEMBL138935,P00734,F2
44263914,CHEMBL6675,P00734,F2
11797044,CHEMBL334482,P00734,F2
44407834,CHEBI:649370,P00734,F2
10696098,CHEMBL457155,P00734,F2
10820951,CHEMBL100672,P00734,F2
44443559,CHEMBL250463,P00734,F2
44378226,CHEMBL165678,P00734,F2
44382391,CHEMBL171271,P00734,F2
44378469,CHEMBL163731,P00734,F2
44411151,CHEMBL382145,P00734,F2
44453663,CHEMBL256396,P00734,F2
674593,ST033060,P00734,F2
44411511,CHEMBL207271,P00734,F2
44458061,CHEMBL282281,P00734,F2
44380633,CHEBI:380762,P00734,F2
23646615,2-ketobenzothiazole 76,P00734,F2
44333838,CHEMBL322200,P00734,F2
10475379,CHEMBL341539,P00734,F2
44377573,CHEMBL165665,P00734,F2
44350858,CHEBI:652148,P00734,F2
10047767,CHEMBL79705,P00734,F2
44426249,CHEMBL229036,P00734,F2
10841125,CHEMBL122801,P00734,F2
44348032,CHEMBL123028,P00734,F2
10301102,CHEMBL41947,P00734,F2
44441075,CHEMBL398122,P00734,F2
15858926,CHEMBL129059,P00734,F2
11026399,CHEMBL143879,P00734,F2
12991294,CHEMBL7656,P00734,F2
9890583,CHEMBL1087038,P00734,F2
44457985,CHEMBL283553,P00734,F2
44349969,()-oxazepam hemisuccinate sodium salt,P00734,F2
10669349,CHEMBL42495,P00734,F2
44283785,CHEBI:151980,P00734,F2
44327069,CHEMBL94640,P00734,F2
44274830,CHEMBL286529,P00734,F2
44407748,CHEBI:649337,P00734,F2
44311881,CHEMBL73737,P00734,F2
44330356,CHEMBL97948,P00734,F2
10345602,CHEMBL7587,P00734,F2
44338605,CHEMBL109456,P00734,F2
9845104,CHEMBL162635,P00734,F2
1508,2-(2-hydroxyphenyl)-1H-indole-5-carboximidamide,P00734,F2
11122174,CHEMBL417998,P00734,F2
12052450,CHEMBL361432,P00734,F2
9958168,CHEMBL38626,P00734,F2
1295977,MLS000581196,P00734,F2
44314654,CHEMBL309360,P00734,F2
21182636,CHEMBL164246,P00734,F2
21182692,CHEMBL19242,P00734,F2
44337879,CHEMBL110290,P00734,F2
10074922,CID 10074922,P00734,F2
447219,1mu6,P00734,F2
11352537,CHEMBL103522,P00734,F2
11157604,CID 11157604,P00734,F2
23646582,2-ketobenzothiazole 8,P00734,F2
44277373,CHEMBL280640,P00734,F2
9955534,CHEMBL30054,P00734,F2
44311294,CHEMBL433323,P00734,F2
44344097,CHEMBL117387,P00734,F2
10006399,CID 9936001,P00734,F2
44287957,CHEMBL263204,P00734,F2
3132120,SMR000176980,P00734,F2
44330423,CHEMBL419892,P00734,F2
44315048,CHEMBL307727,P00734,F2
44338511,CHEMBL322344,P00734,F2
44338033,CHEMBL110291,P00734,F2
44335014,CHEMBL102552,P00734,F2
44352024,CHEMBL435210,P00734,F2
9954607,CHEMBL32280,P00734,F2
44378341,CHEMBL165623,P00734,F2
10048823,CID 5287492,P00734,F2
10052373,CHEMBL194670,P00734,F2
9910982,CHEMBL41876,P00734,F2
44405788,()-oxazepam hemisuccinate sodium salt,P00734,F2
44283905,CHEMBL38265,P00734,F2
21250416,CHEMBL308600,P00734,F2
44335118,CHEMBL419543,P00734,F2
44337917,CHEMBL320988,P00734,F2
44330627,CHEMBL101707,P00734,F2
44288242,CHEMBL297535,P00734,F2
44281335,CHEMBL285625,P00734,F2
44443553,CHEMBL250460,P00734,F2
44351999,CHEMBL128443,P00734,F2
44393152,CHEMBL182320,P00734,F2
828564,ZINC00350071,P00734,F2
5289082,Oscillarin,P00734,F2
44337986,CHEMBL108670,P00734,F2
22722603,CHEMBL37884,P00734,F2
10895218,CHEMBL142153,P00734,F2
44277359,CHEMBL29656,P00734,F2
44350866,CHEBI:652178,P00734,F2
44426247,CHEMBL228340,P00734,F2
44331282,CHEMBL317974,P00734,F2
44344083,CHEMBL116015,P00734,F2
10183608,CHEMBL19453,P00734,F2
44264834,CHEMBL8079,P00734,F2
10321592,CHEMBL366233,P00734,F2
44296226,CHEBI:178847,P00734,F2
10163266,CHEMBL279199,P00734,F2
44348041,CHEMBL122144,P00734,F2
44348110,CHEMBL122696,P00734,F2
4406,Thromstop,P00734,F2
44286808,CHEMBL41519,P00734,F2
44264347,CHEMBL269045,P00734,F2
10390341,CHEMBL97597,P00734,F2
44377369,CHEMBL354456,P00734,F2
10185355,CHEMBL102437,P00734,F2
9822176,CHEMBL29205,P00734,F2
21250249,CHEMBL309013,P00734,F2
44406385,CHEMBL200960,P00734,F2
4530751,ZINC05002121,P00734,F2
2314714,MLS000054995,P00734,F2
44264041,CHEMBL269558,P00734,F2
44376089,CHEMBL350629,P00734,F2
44358382,CHEBI:328468,P00734,F2
24858774,CHEMBL511761,P00734,F2
10070588,CHEMBL167755,P00734,F2
10028749,CHEMBL424052,P00734,F2
44344152,CHEMBL334257,P00734,F2
44407831,CHEBI:653115,P00734,F2
44263936,CHEMBL6719,P00734,F2
9890731,CHEMBL37889,P00734,F2
44405789,()-oxazepam hemisuccinate sodium salt,P00734,F2
10136204,CHEMBL36943,P00734,F2
11758070,CHEMBL126238,P00734,F2
44264842,CHEMBL7418,P00734,F2
10720504,CHEMBL416600,P00734,F2
44406522,CHEMBL200134,P00734,F2
44288223,CHEMBL289147,P00734,F2
44331182,CHEMBL319017,P00734,F2
11123202,CHEMBL142370,P00734,F2
44330822,CHEMBL330149,P00734,F2
23646607,2-ketobenzothiazole 62,P00734,F2
44310953,CHEMBL69996,P00734,F2
44411024,CHEMBL208474,P00734,F2
44317784,CHEMBL79832,P00734,F2
10973578,CHEMBL417360,P00734,F2
44358386,CHEMBL337372,P00734,F2
23644678,2-ketobenzothiazole 75,P00734,F2
44272637,CHEMBL19689,P00734,F2
15518435,CHEMBL83205,P00734,F2
44378538,CHEMBL263478,P00734,F2
44332696,CHEMBL318200,P00734,F2
23206305,CHEMBL25522,P00734,F2
11225789,CHEMBL319022,P00734,F2
44393086,CHEMBL360269,P00734,F2
44342736,CHEMBL326966,P00734,F2
9550135,SMR000132287,P00734,F2
44319685,CHEMBL314585,P00734,F2
44281394,CHEMBL290795,P00734,F2
44411152,CHEMBL207590,P00734,F2
10301422,CHEMBL105909,P00734,F2
44264778,CHEMBL268824,P00734,F2
24858772,CHEMBL468340,P00734,F2
10140425,CHEMBL19798,P00734,F2
44272663,CHEMBL19740,P00734,F2
44351901,CHEMBL341126,P00734,F2
10410499,CHEMBL279270,P00734,F2
10928554,CHEMBL299515,P00734,F2
9799627,CHEMBL108447,P00734,F2
10300646,CHEMBL317294,P00734,F2
44292022,CHEMBL48016,P00734,F2
44443555,CHEMBL250274,P00734,F2
44338486,CHEMBL322124,P00734,F2
3360319,ZINC04739984,P00734,F2
44441082,CHEMBL394401,P00734,F2
10819005,CHEMBL449122,P00734,F2
44363644,CHEMBL147430,P00734,F2
44292952,CHEMBL46331,P00734,F2
44443564,CHEMBL428413,P00734,F2
44287992,CHEMBL43140,P00734,F2
44378417,CHEMBL164225,P00734,F2
10863550,CHEMBL336048,P00734,F2
9955758,CHEMBL37637,P00734,F2
11963488,NA9,P00734,F2
44330452,CHEBI:646273,P00734,F2
23646594,2-ketobenzothiazole 26,P00734,F2
24858930,CHEMBL468812,P00734,F2
44347477,CHEMBL431675,P00734,F2
10048535,CHEMBL197773,P00734,F2
10554762,CHEMBL102121,P00734,F2
10458005,CHEMBL316205,P00734,F2
10205851,CHEMBL250465,P00734,F2
44297380,CHEMBL52145,P00734,F2
10409093,CHEMBL198923,P00734,F2
44264790,CHEMBL275003,P00734,F2
44407976,CHEMBL438808,P00734,F2
44344151,CHEMBL119820,P00734,F2
10434792,CHEMBL367840,P00734,F2
11091843,CHEMBL342109,P00734,F2
24858929,CHEMBL468642,P00734,F2
44426253,CHEMBL230360,P00734,F2
9849921,CID9849921,P00734,F2
44331389,CHEMBL101041,P00734,F2
44411342,CHEMBL379258,P00734,F2
10349473,CHEMBL79245,P00734,F2
44341184,()-oxazepam hemisuccinate sodium salt,P00734,F2
44319684,CHEMBL84870,P00734,F2
44377557,CHEMBL435448,P00734,F2
447194,AC1L9KKM,P00734,F2
44457896,CHEMBL279741,P00734,F2
44380674,CHEMBL169946,P00734,F2
44291144,CHEMBL297981,P00734,F2
25107709,CHEMBL513670,P00734,F2
10603201,CHEMBL53464,P00734,F2
10599710,CHEMBL111051,P00734,F2
44462179,CHEMBL80013,P00734,F2
11411220,phenylglycine deriv. 3,P00734,F2
11143992,CHEMBL17465,P00734,F2
44348002,CHEMBL334315,P00734,F2
44458143,CHEMBL22566,P00734,F2
44426252,CHEMBL394517,P00734,F2
10348221,CHEMBL332716,P00734,F2
44265935,CHEBI:105380,P00734,F2
44344125,CHEMBL117098,P00734,F2
10277810,CHEMBL19619,P00734,F2
44348211,CHEMBL126096,P00734,F2
23646584,2-ketobenzothiazole 10,P00734,F2
11799409,CHEMBL296177,P00734,F2
44377568,CHEMBL164180,P00734,F2
44281640,CHEMBL32360,P00734,F2
44281552,CHEMBL32538,P00734,F2
44406384,CHEMBL200959,P00734,F2
44441057,CHEMBL393849,P00734,F2
44263934,CHEMBL266696,P00734,F2
44337861,CHEMBL320351,P00734,F2
44358429,CHEMBL342904,P00734,F2
44447560,CHEBI:649965,P00734,F2
12017724,CHEMBL27268,P00734,F2
44587232,CHEMBL526453,P00734,F2
44379762,CHEMBL353750,P00734,F2
44348089,CHEMBL122276,P00734,F2
828569,ZINC00350079,P00734,F2
10951552,Pyrazinone Analog 31j,P00734,F2
21125474,CHEMBL65505,P00734,F2
11114139,Pyrazinone Analog 31l,P00734,F2
9934869,Pyrazinone Analog 24b,P00734,F2
44569812,CHEMBL466588,P00734,F2
2317506,AC1M4XAN,P00734,F2
5344956,BAS 03379641,P00734,F2
44334091,CHEBI:269531,P00734,F2
2380024,SMR000065982,P00734,F2
44462244,CHEMBL310722,P00734,F2
757197,MLS000099693,P00734,F2
44402498,CHEMBL193688,P00734,F2
44331436,CHEMBL318001,P00734,F2
44337971,CHEMBL108952,P00734,F2
44337975,CHEMBL326417,P00734,F2
44334931,CHEMBL105177,P00734,F2
44337952,CHEMBL419202,P00734,F2
44379117,CHEMBL164333,P00734,F2
44272594,CHEMBL19548,P00734,F2
44426254,CHEMBL395970,P00734,F2
10482918,CHEMBL316897,P00734,F2
44340998,()-oxazepam hemisuccinate sodium salt,P00734,F2
44380634,CHEBI:380763,P00734,F2
23646588,2-ketobenzothiazole 15,P00734,F2
44569769,CHEMBL461655,P00734,F2
10207789,CHEMBL250461,P00734,F2
44399310,CHEMBL193188,P00734,F2
9962561,CHEMBL263806,P00734,F2
44567659,CHEMBL480315,P00734,F2
10340020,CHEMBL198071,P00734,F2
9890816,CHEMBL29657,P00734,F2
44378457,CHEMBL352188,P00734,F2
10917479,CHEMBL49216,P00734,F2
44407973,CHEMBL204800,P00734,F2
12017723,CHEMBL28071,P00734,F2
11784384,CHEMBL313788,P00734,F2
44277358,CHEMBL284225,P00734,F2
44303263,()-oxazepam hemisuccinate sodium salt,P00734,F2
9802069,CHEMBL1083191,P00734,F2
45270389,CHEMBL552649,P00734,F2
9912101,CHEMBL416033,P00734,F2
10791003,CHEMBL123942,P00734,F2
22861511,2-ketobenzothiazole 68,P00734,F2
44318219,CHEMBL419488,P00734,F2
44290361,CHEMBL47074,P00734,F2
10811911,CHEMBL338321,P00734,F2
44330487,CHEBI:261946,P00734,F2
21182760,CHEMBL352279,P00734,F2
44341001,()-oxazepam hemisuccinate sodium salt,P00734,F2
11800433,CHEMBL105584,P00734,F2
44376046,CHEMBL445385,P00734,F2
44286398,CHEMBL41938,P00734,F2
2973030,ZINC04808786,P00734,F2
44461897,CHEMBL314462,P00734,F2
9832212,CHEMBL7642,P00734,F2
9931726,CHEMBL164924,P00734,F2
11811066,CHEMBL282549,P00734,F2
44296316,CHEMBL295709,P00734,F2
44350793,CHEBI:652218,P00734,F2
44344185,CHEMBL118077,P00734,F2
10001054,CHEMBL121892,P00734,F2
44378190,CHEMBL350849,P00734,F2
44296502,CHEMBL52917,P00734,F2
44352025,CHEMBL129282,P00734,F2
9802758,CHEMBL353213,P00734,F2
24858773,CHEMBL513003,P00734,F2
10094378,CHEMBL289951,P00734,F2
45140767,CHEMBL603267,P00734,F2
10841532,CHEMBL338788,P00734,F2
44281490,CHEMBL32967,P00734,F2
10414868,CID 10370004,P00734,F2
44447555,CHEBI:650330,P00734,F2
44337945,CHEMBL110898,P00734,F2
44378254,CHEMBL165966,P00734,F2
44288932,CHEMBL40775,P00734,F2
16111859,CHEMBL227246,P00734,F2
11016812,Pyrazinone Analog 28y,P00734,F2
22052325,3-Oxybenzamide 39,P00734,F2
44372619,CHEMBL160515,P00734,F2
21182654,CHEMBL18495,P00734,F2
1220436,MLS000546118,P00734,F2
44293262,CHEMBL49457,P00734,F2
45140771,CHEMBL603888,P00734,F2
44273664,CHEBI:124855,P00734,F2
23635752,CHEMBL391876,P00734,F2
44274987,CHEMBL279070,P00734,F2
10162799,CHEMBL37318,P00734,F2
44348118,CHEMBL121396,P00734,F2
44348115,CHEMBL421081,P00734,F2
44347346,CHEMBL408125,P00734,F2
44264665,CHEMBL7865,P00734,F2
44296503,CHEMBL299624,P00734,F2
444469,CID 444469,P00734,F2
445157,NAS-GLY-APH-PIP,P00734,F2
3586644,MLS000115331,P00734,F2
44348015,CHEMBL122029,P00734,F2
44383337,CHEBI:386815,P00734,F2
44320181,CHEMBL420790,P00734,F2
10917410,Pyrazinone Analog 30a,P00734,F2
10550428,CHEMBL338939,P00734,F2
10226645,CHEMBL399662,P00734,F2
44377281,CHEMBL163312,P00734,F2
10006490,CHEMBL421880,P00734,F2
44352031,CHEMBL340276,P00734,F2
4313559,ZINC04816424,P00734,F2
44569811,CHEMBL513818,P00734,F2
44453082,CHEMBL436851,P00734,F2
44361131,CHEMBL342083,P00734,F2
10744295,CHEMBL432704,P00734,F2
44411441,44411441,P00734,F2
44377137,CHEMBL164518,P00734,F2
44376656,CHEMBL162002,P00734,F2
44304730,44304730,P00734,F2
9910509,CID9910509,P00734,F2
21250434,CHEMBL307655,P00734,F2
10626893,CHEMBL337923,P00734,F2
44311314,CHEMBL70551,P00734,F2
44379112,CHEMBL167995,P00734,F2
10340574,CHEMBL182124,P00734,F2
44277058,CHEMBL28474,P00734,F2
44584173,CHEMBL502059,P00734,F2
44377299,CHEMBL436430,P00734,F2
44379904,CHEMBL355441,P00734,F2
10030346,CHEMBL40043,P00734,F2
44265958,CHEMBL9461,P00734,F2
44313413,CHEMBL73142,P00734,F2
9931725,CHEMBL101563,P00734,F2
44426251,CHEMBL390403,P00734,F2
21182884,CHEMBL18516,P00734,F2
44281581,CHEMBL32531,P00734,F2
44462312,CHEMBL421136,P00734,F2
44457944,CHEMBL279904,P00734,F2
44265948,CHEMBL9496,P00734,F2
10530118,CHEMBL32844,P00533,EGFR
10691590,CHEMBL280757,P00533,EGFR
5328228,PD153035 Analog 64,P00533,EGFR
5328360,PD158780 Analog 5n,P00533,EGFR
10048580,"6,7-diethoxy-N-(3-iodophenyl)quinazolin-4-amine",P00533,EGFR
5328374,PD158780 Analog 8b,P00533,EGFR
5329078,6-Substituted 4-Anilinoquinazoline 17,P00533,EGFR
9874913,CP-724714,P00533,EGFR
5328354,PD158780 Analog 5h,P00533,EGFR
5328355,PD158780 Analog 5i,P00533,EGFR
9884654,CHEMBL310853,P00533,EGFR
5329074,6-Substituted 4-Anilinoquinazoline 13,P00533,EGFR
5328366,PD158780 Analog 5t,P00533,EGFR
10691652,CHEMBL54091,P00533,EGFR
10523147,CHEMBL296168,P00533,EGFR
44405048,44405048,P00533,EGFR
10549915,CHEMBL31570,P00533,EGFR
1474852,AC1LT1HL,P00533,EGFR
5328337,"4-anilinopyrimido[5,4-d]pyrimidine deriv. 5d",P00533,EGFR
4706,6-Amino-4-[(3-bromophenyl)amino]-7-(methylamino)quinazoline,P00533,EGFR
5329073,"4-Anilinopyrido[3,4-d]pyrimidine 12",P00533,EGFR
4708,4-anilinoquinazoline deriv. 2,P00533,EGFR
5328297,Pyrroloquinazoline deriv. 9,P00533,EGFR
11532242,CHEMBL382073,P00533,EGFR
5329088,"4-Anilinopyrido[3,4-d]pyrimidine 27",P00533,EGFR
10523411,CHEMBL31816,P00533,EGFR
10673774,CHEMBL27685,P00533,EGFR
18382910,CHEMBL312753,P00533,EGFR
44442186,CHEMBL251125,P00533,EGFR
5329009,ZINC00016978,P00533,EGFR
5328382,Anilinopyrimidine deriv. 1,P00533,EGFR
6603857,G0668_SIGMA,P00533,EGFR
44416612,CHEMBL213007,P00533,EGFR
44316725,CHEMBL308498,P00533,EGFR
10832923,CHEMBL49986,P00533,EGFR
5328982,4-anilinoquinazoline deriv. 18,P00533,EGFR
5328353,PD158780 Analog 5g,P00533,EGFR
25195274,CHEMBL475768,P00533,EGFR
5329090,"4-Anilinopyrido[3,4-d]pyrimidine 29",P00533,EGFR
46937467,CHEMBL1243254,P00533,EGFR
18176200,CHEMBL378144,P00533,EGFR
5328322,"pyrido[4,3-d]pyrimidine deriv. 3bb",P00533,EGFR
5329092,"4-Anilinopyrido[3,4-d]pyrimidine 31",P00533,EGFR
5328361,PD158780 Analog 5o,P00533,EGFR
5328379,PD158780 Analog 9o,P00533,EGFR
5328412,"Benzothieno[3,2-d]pyrimidine deriv. 64",P00533,EGFR
44316744,CHEMBL312818,P00533,EGFR
